# UniProt_ID,P59533
# Target_name,T2R38_HUMAN Taste receptor type 2 member 38
# Molecules_screened,1687
# Generated_at,2025-08-21T21:35:03
#
Rank,Drug Name,Target Name,Binding Score
519,sesamin,T2R38_HUMAN,4422.24
520,zinc arginine,T2R38_HUMAN,4422.58
521,dha,T2R38_HUMAN,4429.09
522,nicotinamide riboside,T2R38_HUMAN,4484.70
523,piperlongumine,T2R38_HUMAN,4486.41
524,isoliquiritigenin,T2R38_HUMAN,4527.66
525,nicotinamide riboside chloride,T2R38_HUMAN,4528.50
526,mct,T2R38_HUMAN,4565.86
527,disodium edta,T2R38_HUMAN,4569.48
528,myricitrin,T2R38_HUMAN,4571.19
529,trans-geranylgeraniol,T2R38_HUMAN,4602.28
530,sodium starch glycolate,T2R38_HUMAN,4611.85
531,lysophosphatidylcholine,T2R38_HUMAN,4624.07
532,tricreatine malate,T2R38_HUMAN,4675.70
533,kaempferol,T2R38_HUMAN,4684.61
534,salidroside,T2R38_HUMAN,4693.25
535,arginine ethyl ester dihydrochloride,T2R38_HUMAN,4704.27
536,mk-677,T2R38_HUMAN,4705.78
537,saikosaponin a,T2R38_HUMAN,4759.57
538,mannanase,T2R38_HUMAN,4804.44
539,monacolin k,T2R38_HUMAN,4838.10
540,glucuronic acid,T2R38_HUMAN,4881.90
541,dicreatine malate,T2R38_HUMAN,4891.84
542,chrysin,T2R38_HUMAN,4942.58
543,caffeine citrate,T2R38_HUMAN,4944.90
544,captex,T2R38_HUMAN,5015.36
545,citrulline malate,T2R38_HUMAN,5055.40
546,arginine ethyl ester hydrochloride,T2R38_HUMAN,5074.99
547,ascorbigen,T2R38_HUMAN,5086.79
548,lactucopicrin,T2R38_HUMAN,5096.82
549,vitamin u,T2R38_HUMAN,5102.00
550,lithium aspartate,T2R38_HUMAN,5103.28
551,ivy,T2R38_HUMAN,5105.67
552,niacinamide ascorbate,T2R38_HUMAN,5114.82
553,phenylpiracetam,T2R38_HUMAN,5137.05
554,chromium histidinate,T2R38_HUMAN,5137.21
555,tetrasodium edta,T2R38_HUMAN,5174.55
556,bile,T2R38_HUMAN,5179.88
557,5'-ump,T2R38_HUMAN,5191.18
558,matrine,T2R38_HUMAN,5193.76
559,sodium d aspartate,T2R38_HUMAN,5201.29
560,hydroxytyrosol acetate,T2R38_HUMAN,5233.74
561,acetyl-l-carnitine arginate,T2R38_HUMAN,5236.17
562,piracetam,T2R38_HUMAN,5238.91
563,andarine,T2R38_HUMAN,5249.95
564,tangeretin,T2R38_HUMAN,5277.85
565,ubiquinol,T2R38_HUMAN,5287.09
566,anthocyanins,T2R38_HUMAN,5291.93
567,theobromine hydrochloride,T2R38_HUMAN,5311.41
568,n-methyltyramine,T2R38_HUMAN,5325.91
569,centellin,T2R38_HUMAN,5327.10
570,taurine alpha-ketoglutarate,T2R38_HUMAN,5376.28
571,copper citrate,T2R38_HUMAN,5453.79
572,nerolidol,T2R38_HUMAN,5485.31
573,tianeptine,T2R38_HUMAN,5487.88
574,potassium orotate,T2R38_HUMAN,5491.77
575,igf,T2R38_HUMAN,5517.31
576,bile salt,T2R38_HUMAN,5528.64
577,linalool,T2R38_HUMAN,5533.70
578,silydianin,T2R38_HUMAN,5545.38
579,glucosamine sulfate sodium chloride,T2R38_HUMAN,5555.55
580,arginine alpha-ketoglutarate,T2R38_HUMAN,5598.52
581,calcium pangamate,T2R38_HUMAN,5599.48
582,nefiracetam,T2R38_HUMAN,5610.86
583,glycine-l-arginine,T2R38_HUMAN,5621.35
584,magnesium glycinate,T2R38_HUMAN,5626.95
585,n-phenethyldimethylamine,T2R38_HUMAN,5656.69
586,arachidonic acid,T2R38_HUMAN,5682.13
587,5;7-dimethoxyflavone,T2R38_HUMAN,5721.94
588,hydroquinine,T2R38_HUMAN,5762.91
589,zinc-carnosine,T2R38_HUMAN,5774.95
590,miroestrol,T2R38_HUMAN,5777.05
591,g63,T2R38_HUMAN,5831.47
592,lignins,T2R38_HUMAN,5833.65
593,turkesterone,T2R38_HUMAN,5844.58
594,tricreatine citrate,T2R38_HUMAN,5865.83
595,lysozyme chloride,T2R38_HUMAN,5903.66
596,theobromine,T2R38_HUMAN,5918.92
597,isovitexin,T2R38_HUMAN,5968.93
598,6-bromo,T2R38_HUMAN,5994.37
599,mulberroside a,T2R38_HUMAN,6004.22
600,magnesium fumarate,T2R38_HUMAN,6023.50
601,ngf,T2R38_HUMAN,6053.76
602,diglycerides,T2R38_HUMAN,6068.02
603,potassium d-glucarate,T2R38_HUMAN,6069.86
604,halostachine,T2R38_HUMAN,6076.33
605,kava kava,T2R38_HUMAN,6087.78
606,amylase,T2R38_HUMAN,6101.84
607,caffeine,T2R38_HUMAN,6113.28
608,red squill,T2R38_HUMAN,6201.06
609,beta-fructofuranosidase,T2R38_HUMAN,6230.70
610,ethyl linoleate,T2R38_HUMAN,6235.28
611,fullerene,T2R38_HUMAN,6243.12
612,cbga,T2R38_HUMAN,6273.50
613,eugenol,T2R38_HUMAN,6276.59
614,fibroblast growth factor,T2R38_HUMAN,6340.38
615,oleuropein,T2R38_HUMAN,6358.48
616,d-glucosamine sulfate,T2R38_HUMAN,6374.12
617,bpf,T2R38_HUMAN,6377.16
618,xanthophyll,T2R38_HUMAN,6377.64
619,cetyl palmitate,T2R38_HUMAN,6384.10
620,(z)-n-(2-hydroxyethyl)octadec-9-enamide,T2R38_HUMAN,6398.30
621,l-histidine hcl,T2R38_HUMAN,6426.38
622,glucosamine sulfate,T2R38_HUMAN,6429.44
623,n-coumaroyldopamine,T2R38_HUMAN,6430.07
624,ajoene,T2R38_HUMAN,6436.23
625,histidine hydrochloride,T2R38_HUMAN,6454.33
626,riboflavin-5'-phosphate,T2R38_HUMAN,6517.41
627,biochanin a,T2R38_HUMAN,6562.27
628,bht,T2R38_HUMAN,6564.45
629,r-lipoic acid,T2R38_HUMAN,6567.96
630,hederacoside c,T2R38_HUMAN,6595.30
631,melatonin,T2R38_HUMAN,6605.15
632,l-arginine monohydrate,T2R38_HUMAN,6606.09
633,dmz,T2R38_HUMAN,6640.02
634,methylliberine,T2R38_HUMAN,6645.47
635,l-histidine hydrochloride monohydrate,T2R38_HUMAN,6657.64
636,shellfish,T2R38_HUMAN,6665.36
637,deoxycholic acid,T2R38_HUMAN,6692.98
638,guanosine,T2R38_HUMAN,6718.63
639,dehydrocholic acid,T2R38_HUMAN,6732.05
640,glycosides,T2R38_HUMAN,6755.40
641,zingerone,T2R38_HUMAN,6770.77
642,choline dihydrogen citrate,T2R38_HUMAN,6823.50
643,cetyl laurate,T2R38_HUMAN,6898.54
644,magnesium creatine,T2R38_HUMAN,6904.27
645,naringenin,T2R38_HUMAN,6945.58
646,sodium benzoate,T2R38_HUMAN,6946.17
647,hydroxypropyl-beta-cyclodextrin,T2R38_HUMAN,6952.44
648,soybean isoflavones,T2R38_HUMAN,6968.64
649,campestanol,T2R38_HUMAN,6977.09
650,raspberry ketone,T2R38_HUMAN,7011.15
651,l-isoleucine ethyl ester,T2R38_HUMAN,7038.88
652,7;4'-dimethoxyflavone,T2R38_HUMAN,7109.48
653,mediator,T2R38_HUMAN,7119.26
654,teacrine,T2R38_HUMAN,7171.69
655,7-methoxy-2-phenyl-chromen-4-one,T2R38_HUMAN,7182.42
656,pinolenic acid,T2R38_HUMAN,7187.17
657,cellulase,T2R38_HUMAN,7187.57
658,lentinan,T2R38_HUMAN,7191.83
659,n;n-dimethylphenethylamine,T2R38_HUMAN,7205.63
660,paba,T2R38_HUMAN,7208.54
661,gamma-butyrobetaine,T2R38_HUMAN,7249.05
662,hyaluronan,T2R38_HUMAN,7297.05
663,cetyl myristate,T2R38_HUMAN,7338.37
664,potassium phosphate,T2R38_HUMAN,7339.11
665,ptc,T2R38_HUMAN,7350.24
666,mogroside v,T2R38_HUMAN,7387.04
667,citrus,T2R38_HUMAN,7449.67
668,2(s)-amino-6-boronohexanoic acid,T2R38_HUMAN,7454.62
669,halodrol,T2R38_HUMAN,7456.90
670,phytoestrogen,T2R38_HUMAN,7462.36
671,pangamic acid,T2R38_HUMAN,7485.17
672,inositol phosphate,T2R38_HUMAN,7607.75
673,glycyrrhetinic acid,T2R38_HUMAN,7648.80
674,caffeine hydrochloride,T2R38_HUMAN,7652.65
675,dicreatine citrate,T2R38_HUMAN,7662.87
676,gkc,T2R38_HUMAN,7669.02
677,androsta 3;5-diene-7;17-dione,T2R38_HUMAN,7684.61
678,ferrous asparto glycinate,T2R38_HUMAN,7697.31
679,zinc difumarate hydrate,T2R38_HUMAN,7714.76
680,creatine akg,T2R38_HUMAN,7722.48
681,doxylamine succinate,T2R38_HUMAN,7741.68
682,indole-3-carbinol,T2R38_HUMAN,7760.24
683,l-hydroxylysine,T2R38_HUMAN,7782.46
684,sodium hexametaphosphate,T2R38_HUMAN,7783.32
685,salicin,T2R38_HUMAN,7793.60
686,lactium,T2R38_HUMAN,7836.96
687,glucomannan,T2R38_HUMAN,7862.57
688,artesunate,T2R38_HUMAN,7863.02
689,magnesium glycerophosphate,T2R38_HUMAN,7865.28
690,quercetin chalcone,T2R38_HUMAN,8000.41
691,thymol,T2R38_HUMAN,8046.19
692,agar,T2R38_HUMAN,8141.30
693,10-hydroxy-2-decenoic acid,T2R38_HUMAN,8149.66
694,magnesium gluconate,T2R38_HUMAN,8164.12
695,ha,T2R38_HUMAN,8167.07
696,stearidonic acid,T2R38_HUMAN,8189.19
697,phosphatase,T2R38_HUMAN,8190.75
698,centrophenoxine,T2R38_HUMAN,8209.36
699,peony,T2R38_HUMAN,8221.25
700,kelp,T2R38_HUMAN,8225.96
701,maltodextrin,T2R38_HUMAN,8249.34
702,heneicosapentaenoic acid,T2R38_HUMAN,8277.84
703,rutin,T2R38_HUMAN,8280.91
704,27-deoxyactein,T2R38_HUMAN,8300.17
705,omega-3,T2R38_HUMAN,8313.02
706,7-keto-dehydroepiandrosterone acetate,T2R38_HUMAN,8337.91
707,sgs,T2R38_HUMAN,8397.14
708,zinc succinate,T2R38_HUMAN,8421.31
709,ornithine alpha-ketoglutarate,T2R38_HUMAN,8445.45
710,6-ketoprogesterone,T2R38_HUMAN,8457.20
711,pyrroloquinoline quinone disodium,T2R38_HUMAN,8468.09
712,humic acid,T2R38_HUMAN,8488.26
713,amylopectin,T2R38_HUMAN,8518.86
714,pinocembrin,T2R38_HUMAN,8535.10
715,7-methoxy-8-(3-methylbut-2-en-1-yl)-2h-chromen-2-one,T2R38_HUMAN,8537.01
716,cbg,T2R38_HUMAN,8571.94
717,glycerophosphatidylethanolamine,T2R38_HUMAN,8634.56
718,potassium bicarbonate,T2R38_HUMAN,8643.93
719,l-carnosine,T2R38_HUMAN,8658.62
720,l-ornithine alpha-ketoglutarate,T2R38_HUMAN,8724.73
721,cinnamaldehyde,T2R38_HUMAN,8745.62
722,tripotassium phosphate,T2R38_HUMAN,8755.04
723,panthenol,T2R38_HUMAN,8772.40
724,ferrochel,T2R38_HUMAN,8783.08
725,quinine,T2R38_HUMAN,8815.81
726,zinc malate,T2R38_HUMAN,8820.21
727,arginine pyroglutamate,T2R38_HUMAN,8836.42
728,arginine nitrate,T2R38_HUMAN,8839.81
729,oligofructose,T2R38_HUMAN,8867.98
730,magnesium ascorbate,T2R38_HUMAN,8881.92
731,talcum,T2R38_HUMAN,8882.31
732,l-valine ethyl ester hydrochloride,T2R38_HUMAN,8928.28
733,n-acetylglucosamine,T2R38_HUMAN,8938.67
734,calcium formate,T2R38_HUMAN,8972.11
735,tetrasodium diphosphate,T2R38_HUMAN,8973.83
736,docusate sodium,T2R38_HUMAN,9018.02
737,d-glucosamine sulfate 2kcl,T2R38_HUMAN,9045.74
738,dimagnesium phosphate,T2R38_HUMAN,9067.51
739,l-ergothioneine,T2R38_HUMAN,9071.52
740,manganese lactate,T2R38_HUMAN,9096.97
741,stibnite,T2R38_HUMAN,9103.87
742,sodium choleate,T2R38_HUMAN,9117.83
743,cola,T2R38_HUMAN,9174.50
744,gamma-butyrobetaine ethyl ester,T2R38_HUMAN,9177.03
745,potassium aspartate,T2R38_HUMAN,9182.00
746,arginine ethyl ester,T2R38_HUMAN,9221.87
747,l-valine ethyl ester,T2R38_HUMAN,9223.62
748,moranoline,T2R38_HUMAN,9272.12
749,myrcene,T2R38_HUMAN,9463.96
750,galactomannan,T2R38_HUMAN,9465.22
751,monopotassium aspartate,T2R38_HUMAN,9465.51
752,carnitine fumarate,T2R38_HUMAN,9476.57
753,fructooligosaccharides,T2R38_HUMAN,9549.84
754,nem,T2R38_HUMAN,9629.29
755,vanadyl acetylacetonate,T2R38_HUMAN,9660.49
756,vanadium citrate,T2R38_HUMAN,9662.86
757,choline citrate,T2R38_HUMAN,9677.03
758,allithiamine,T2R38_HUMAN,9712.13
759,pulegone,T2R38_HUMAN,9719.44
760,monoammonium glycyrrhizinate,T2R38_HUMAN,9724.45
761,beta-methylphenylethylamine hcl,T2R38_HUMAN,9749.80
762,beta-hydroxytyramine,T2R38_HUMAN,9777.57
763,acetyl-l-carnitine arginate dihydrochloride,T2R38_HUMAN,9799.22
764,creatine orotate,T2R38_HUMAN,9859.46
765,rutoside trihydrate,T2R38_HUMAN,9882.91
766,calcium succinate,T2R38_HUMAN,9896.13
767,bismuth subnitrate,T2R38_HUMAN,9925.69
768,l-glycyl-l-glutamine,T2R38_HUMAN,9932.35
769,sodium selenite,T2R38_HUMAN,10003.60
770,pfbc,T2R38_HUMAN,10018.34
771,genistein,T2R38_HUMAN,10033.94
772,silicate,T2R38_HUMAN,10075.16
773,camphor,T2R38_HUMAN,10083.31
774,flavanone,T2R38_HUMAN,10141.63
775,strontium carbonate,T2R38_HUMAN,10208.32
776,potassium sorbate,T2R38_HUMAN,10273.93
777,eugenia caryophyllata,T2R38_HUMAN,10294.72
778,riboflavin 5' phosphate,T2R38_HUMAN,10317.39
779,d-limonene,T2R38_HUMAN,10379.27
780,gravel,T2R38_HUMAN,10516.67
781,7-methoxy-5-methyl-3-phenyl-chromen-4-one,T2R38_HUMAN,10567.92
782,medina,T2R38_HUMAN,10603.29
783,molybdenum ascorbate,T2R38_HUMAN,10615.94
784,sodium succinate,T2R38_HUMAN,10634.99
785,squalene,T2R38_HUMAN,10680.50
786,bergamottin,T2R38_HUMAN,10684.76
787,magnolol,T2R38_HUMAN,10687.45
788,calcium malate,T2R38_HUMAN,10701.79
789,succinate,T2R38_HUMAN,10713.56
790,glutamic acid hydrochloride,T2R38_HUMAN,10749.89
791,geraniol,T2R38_HUMAN,10856.68
792,disodium phosphate,T2R38_HUMAN,10860.16
793,octopamine hcl,T2R38_HUMAN,10889.52
794,acetyl-l-carnitine,T2R38_HUMAN,10892.97
795,gamma-linolenic acid,T2R38_HUMAN,10924.11
796,r-beta-methylphenylethylamine,T2R38_HUMAN,10961.75
797,gamma-butyrobetaine ethyl ester chloride,T2R38_HUMAN,10982.10
798,ig,T2R38_HUMAN,11075.38
799,thymoquinone,T2R38_HUMAN,11129.15
800,2'-deoxyadenosine,T2R38_HUMAN,11132.16
801,fumaric acid,T2R38_HUMAN,11158.69
802,calcium fructoborate,T2R38_HUMAN,11201.97
803,anise oil,T2R38_HUMAN,11213.86
804,n-caffeoyldopamine,T2R38_HUMAN,11234.20
805,protease,T2R38_HUMAN,11239.57
806,sucralose,T2R38_HUMAN,11249.33
807,malic acid,T2R38_HUMAN,11328.27
808,sodium carboxymethyl cellulose,T2R38_HUMAN,11354.64
809,dehydroepiandrosterone enanthate,T2R38_HUMAN,11398.11
810,n-acetyl-l-carnosine,T2R38_HUMAN,11456.17
811,ibotenic acid,T2R38_HUMAN,11475.29
812,sodium glucuronate,T2R38_HUMAN,11592.60
813,magnesium lysinate,T2R38_HUMAN,11603.27
814,sodium d-aspartic acid,T2R38_HUMAN,11619.61
815,shikimic acid,T2R38_HUMAN,11628.41
816,zinc chelazome,T2R38_HUMAN,11637.04
817,withaferin a,T2R38_HUMAN,11644.16
818,ammonium succinate,T2R38_HUMAN,11765.47
819,acetylcholine,T2R38_HUMAN,11777.33
820,menthol,T2R38_HUMAN,11789.82
821,citicoline,T2R38_HUMAN,11877.53
822,linolenic acid,T2R38_HUMAN,11883.14
823,isoleucyl-prolyl-proline,T2R38_HUMAN,11894.10
824,chondroitin sulfate b,T2R38_HUMAN,11897.70
825,magnesia phosphorica,T2R38_HUMAN,11930.34
826,glycocarn,T2R38_HUMAN,11933.04
827,apigenin-7-o-glucoside,T2R38_HUMAN,11956.29
828,phosphatidylethanolamine,T2R38_HUMAN,12019.95
829,magnesium stearate,T2R38_HUMAN,12050.74
830,sodium succinate dibasic hexahydrate,T2R38_HUMAN,12117.47
831,magnesium-l-threonate,T2R38_HUMAN,12161.28
832,edta,T2R38_HUMAN,12215.43
833,neoeriocitrin,T2R38_HUMAN,12233.61
834,magnesium l-lactate dihydrate,T2R38_HUMAN,12284.99
835,allicin,T2R38_HUMAN,12293.19
836,mercurius solubilis,T2R38_HUMAN,12380.83
837,clay,T2R38_HUMAN,12392.51
838,hydroxyapatite,T2R38_HUMAN,12434.69
839,monomagnesium di-l-aspartate,T2R38_HUMAN,12448.81
840,bismuth nitrate,T2R38_HUMAN,12491.87
841,vitamin a acetate,T2R38_HUMAN,12527.72
842,potassium chlorite,T2R38_HUMAN,12592.83
843,hordenine hcl,T2R38_HUMAN,12597.44
844,galactooligosaccharide,T2R38_HUMAN,12602.09
845,l-carnitine,T2R38_HUMAN,12607.72
846,pantothenic acid,T2R38_HUMAN,12613.45
847,strontium citrate,T2R38_HUMAN,12628.39
848,caraway,T2R38_HUMAN,12682.90
849,phosphocreatine,T2R38_HUMAN,12686.62
850,tyramine hcl,T2R38_HUMAN,12702.59
851,cis-linoleic acid,T2R38_HUMAN,12738.03
852,puerarin,T2R38_HUMAN,12744.71
853,glucosamine sulfate potassium chloride,T2R38_HUMAN,12783.10
854,cetyl palmitoleate,T2R38_HUMAN,12800.04
855,chromic oxide,T2R38_HUMAN,12807.41
856,sodium aluminosilicate,T2R38_HUMAN,12888.32
857,pyridoxine alpha ketoglutarate,T2R38_HUMAN,12923.62
858,vanadyl sulfate pentahydrate,T2R38_HUMAN,12949.73
859,acesulfame potassium,T2R38_HUMAN,12974.24
860,manganese citrate,T2R38_HUMAN,12986.73
861,inosine,T2R38_HUMAN,13003.77
862,citronella,T2R38_HUMAN,13030.62
863,magnesium bicarbonate,T2R38_HUMAN,13110.23
864,potassium beta-hydroxybutyrate,T2R38_HUMAN,13220.04
865,l-aspartamine,T2R38_HUMAN,13229.66
866,eicosatrienoic acid,T2R38_HUMAN,13243.48
867,histidine,T2R38_HUMAN,13244.76
868,coumesterol,T2R38_HUMAN,13282.27
869,magnesium citrate,T2R38_HUMAN,13297.66
870,chromium propionate,T2R38_HUMAN,13320.27
871,uridine,T2R38_HUMAN,13326.61
872,sdg,T2R38_HUMAN,13333.59
873,idebenone,T2R38_HUMAN,13363.73
874,molybdenum citrate,T2R38_HUMAN,13442.64
875,citrulline nitrate,T2R38_HUMAN,13449.32
876,calcium d-pantothenate,T2R38_HUMAN,13460.29
877,propionyl-l-carnitine,T2R38_HUMAN,13462.02
878,potassium citrate,T2R38_HUMAN,13473.45
879,monosodium phosphate anhydrous,T2R38_HUMAN,13501.38
880,n-hydroxy-nor-l-arginine,T2R38_HUMAN,13596.49
881,copper sulfate pentahydrate,T2R38_HUMAN,13735.49
882,potassium-magnesium citrate,T2R38_HUMAN,13742.21
883,bismuth citrate,T2R38_HUMAN,13754.82
884,hordenine,T2R38_HUMAN,13765.40
885,arabinogalactan,T2R38_HUMAN,13766.16
886,cetyl oleate,T2R38_HUMAN,13809.73
887,5-methyl-7-methoxyflavone,T2R38_HUMAN,13907.60
888,cetyl myristoleate,T2R38_HUMAN,13921.96
889,2-hoba,T2R38_HUMAN,13944.73
890,d-ribose,T2R38_HUMAN,13967.81
891,rutaecarpine,T2R38_HUMAN,14057.87
892,calcium ascorbate dihydrate,T2R38_HUMAN,14081.09
893,p-coumaric acid,T2R38_HUMAN,14124.45
894,ferric glycinate,T2R38_HUMAN,14196.39
895,soy isoflavones,T2R38_HUMAN,14211.01
896,diosmin,T2R38_HUMAN,14225.49
897,tripotassium citrate,T2R38_HUMAN,14243.69
898,vanadyl sulfate hydrate,T2R38_HUMAN,14249.44
899,sodium gluconate,T2R38_HUMAN,14304.90
900,linoleic acid,T2R38_HUMAN,14314.14
901,calcium beta-hydroxy-beta-methylbutyrate monohydrate,T2R38_HUMAN,14385.37
902,hyacinth,T2R38_HUMAN,14410.31
903,2'-fucosyllactose,T2R38_HUMAN,14420.50
904,calcium alpha-ketoglutarate,T2R38_HUMAN,14444.48
905,6am,T2R38_HUMAN,14484.90
906,sterols,T2R38_HUMAN,14486.47
907,india,T2R38_HUMAN,14490.72
908,dihomo-gamma-linolenic acid,T2R38_HUMAN,14517.38
909,l-glutamine hydrochloride,T2R38_HUMAN,14526.31
910,2'-deoxycytidine,T2R38_HUMAN,14528.25
911,dolomite,T2R38_HUMAN,14531.34
912,calcium ascorbate,T2R38_HUMAN,14537.99
913,pyridoxine phosphate,T2R38_HUMAN,14577.27
914,artemether,T2R38_HUMAN,14595.73
915,cytidine,T2R38_HUMAN,14615.56
916,casein hydrolysate,T2R38_HUMAN,14637.37
917,3-acetyl-beta boswellic acid,T2R38_HUMAN,14651.83
918,eleutheroside e,T2R38_HUMAN,14698.42
919,mustard,T2R38_HUMAN,14754.83
920,calcium undecylenate,T2R38_HUMAN,14762.24
921,acetyl-l-carnitine hydrochloride,T2R38_HUMAN,14798.63
922,calcium butyrate,T2R38_HUMAN,14848.57
923,mangostin,T2R38_HUMAN,14892.31
924,magnesium potassium citrate,T2R38_HUMAN,14963.19
925,disodium phosphate dihydrate,T2R38_HUMAN,14973.19
926,mucolase,T2R38_HUMAN,15008.60
927,fumarate,T2R38_HUMAN,15022.84
928,lithium orotate,T2R38_HUMAN,15022.85
929,manganese carbonate,T2R38_HUMAN,15027.38
930,monobasic sodium phosphate monohydrate,T2R38_HUMAN,15040.82
931,lithium citrate,T2R38_HUMAN,15118.96
932,nisin,T2R38_HUMAN,15155.96
933,docusate calcium,T2R38_HUMAN,15214.09
934,calcium beta-hydroxy beta-methylbutyrate,T2R38_HUMAN,15240.10
935,gs4,T2R38_HUMAN,15249.44
936,3-phenyllactic acid,T2R38_HUMAN,15280.45
937,manganese glycinate,T2R38_HUMAN,15286.18
938,methylhexaneamine,T2R38_HUMAN,15313.42
939,n-methyl-d-aspartate,T2R38_HUMAN,15413.20
940,dextrose monohydrate,T2R38_HUMAN,15441.72
941,potassium glycerophosphate,T2R38_HUMAN,15517.37
942,citrate,T2R38_HUMAN,15539.43
943,daidzein,T2R38_HUMAN,15549.17
944,amentoflavone,T2R38_HUMAN,15552.59
945,k-2,T2R38_HUMAN,15614.47
946,potassium caprylate,T2R38_HUMAN,15615.21
947,cytidine 5'-monophosphate disodium salt,T2R38_HUMAN,15667.80
948,ferrous bisglycinate,T2R38_HUMAN,15722.24
949,lactate,T2R38_HUMAN,15740.49
950,caryophyllene oxide,T2R38_HUMAN,15754.19
951,eicosadienoic acid,T2R38_HUMAN,15846.03
952,epsom salt,T2R38_HUMAN,15912.23
953,guanidinopropionic acid,T2R38_HUMAN,15964.68
954,creatine citrate,T2R38_HUMAN,15997.56
955,neohesperidin,T2R38_HUMAN,16012.36
956,octanoate,T2R38_HUMAN,16031.91
957,vanilla flavor,T2R38_HUMAN,16057.80
958,glycine propionyl-l-carnitine,T2R38_HUMAN,16141.64
959,alpha-chymotrypsin,T2R38_HUMAN,16188.59
960,sodium caprate,T2R38_HUMAN,16332.70
961,citicoline sodium,T2R38_HUMAN,16434.01
962,calcium octanoate,T2R38_HUMAN,16474.42
963,aet,T2R38_HUMAN,16531.87
964,bisdemethoxycurcumin,T2R38_HUMAN,16568.35
965,n-carbamylglutamate,T2R38_HUMAN,16593.13
966,2-amino-6-methylheptane,T2R38_HUMAN,16636.66
967,manganese sulfate monohydrate,T2R38_HUMAN,16646.94
968,zinc citrate dihydrate,T2R38_HUMAN,16688.11
969,iron citrate,T2R38_HUMAN,16747.95
970,silver nitrate,T2R38_HUMAN,16803.42
971,malate,T2R38_HUMAN,16808.97
972,arjunic acid,T2R38_HUMAN,16824.50
973,chitosan,T2R38_HUMAN,16875.02
974,magnesium acetyl-taurate,T2R38_HUMAN,16938.69
975,rhododendrol,T2R38_HUMAN,16947.65
976,sodium citrate,T2R38_HUMAN,17099.11
977,dicalcium phosphate,T2R38_HUMAN,17191.20
978,coumestrol dimethyl ether,T2R38_HUMAN,17264.80
979,cns,T2R38_HUMAN,17279.90
980,s-(2-boronoethyl)-l-cysteine,T2R38_HUMAN,17361.31
981,3;5 diiodo-l-tyrosine dihydrate,T2R38_HUMAN,17401.60
982,calcium lactate,T2R38_HUMAN,17411.20
983,magnesium arginate,T2R38_HUMAN,17420.46
984,benzoin,T2R38_HUMAN,17471.14
985,manganese gluconate,T2R38_HUMAN,17527.10
986,sodium bicarbonate,T2R38_HUMAN,17552.62
987,germanium sesquioxide,T2R38_HUMAN,17555.26
988,glycine propionyl l-carnitine hydrochloride,T2R38_HUMAN,17604.14
989,chromate,T2R38_HUMAN,17636.84
990,silymarin,T2R38_HUMAN,17655.36
991,sodium metabisulfite,T2R38_HUMAN,17660.26
992,anserine,T2R38_HUMAN,17672.98
993,sodium caprylate,T2R38_HUMAN,17728.54
994,nitrate,T2R38_HUMAN,17743.44
995,beta-alanine ethyl ester hydrochloride,T2R38_HUMAN,17814.43
996,potassium hydroxide,T2R38_HUMAN,17897.19
997,disodium adenosine 5'-phosphate,T2R38_HUMAN,17903.56
998,alpha-ketoglutarate,T2R38_HUMAN,17933.90
999,l-carnitine tartrate,T2R38_HUMAN,17978.05
1000,eicosapentaenoic acid,T2R38_HUMAN,18457.30
1001,trisodium phosphate dodecahydrate,T2R38_HUMAN,18588.57
1002,boldo,T2R38_HUMAN,18616.87
1003,sclareolide,T2R38_HUMAN,18751.31
1004,niacinamide,T2R38_HUMAN,18810.59
1005,3-5-diiodo-l-tyrosine,T2R38_HUMAN,18837.95
1006,trisodium phosphate,T2R38_HUMAN,18859.12
1007,eurycomanone,T2R38_HUMAN,18862.10
1008,vitamin c,T2R38_HUMAN,18941.21
1009,chromium chloride,T2R38_HUMAN,18964.16
1010,clinoptilolite,T2R38_HUMAN,19020.12
1011,monocalcium phosphate,T2R38_HUMAN,19034.00
1012,chromium ascorbate,T2R38_HUMAN,19042.41
1013,glutamic acid,T2R38_HUMAN,19142.10
1014,citronellol,T2R38_HUMAN,19154.96
1015,hydrogen citrate,T2R38_HUMAN,19184.10
1016,bis-glycinate-oxovanadium,T2R38_HUMAN,19186.76
1017,honokiol,T2R38_HUMAN,19217.43
1018,acetylcystine,T2R38_HUMAN,19279.02
1019,androstenolone acetate,T2R38_HUMAN,19367.76
1020,acid phosphatase,T2R38_HUMAN,19384.30
1021,calcium bicarbonate,T2R38_HUMAN,19453.36
1022,l-isoleucine ethyl ester hydrochloride,T2R38_HUMAN,19498.09
1023,ketoisocaproate potassium,T2R38_HUMAN,19555.37
1024,vitamin b5,T2R38_HUMAN,19621.11
1025,fasoracetam,T2R38_HUMAN,19674.75
1026,artepillin c,T2R38_HUMAN,19705.17
1027,iron ascorbate,T2R38_HUMAN,19811.32
1028,potassium malate,T2R38_HUMAN,19880.18
1029,edta calcium disodium,T2R38_HUMAN,19891.23
1030,manganese sulfate,T2R38_HUMAN,20060.13
1031,zinc aspartate,T2R38_HUMAN,20063.49
1032,magnesium butyrate,T2R38_HUMAN,20130.49
1033,lithium carbonate,T2R38_HUMAN,20187.35
1034,chromium citrate,T2R38_HUMAN,20195.40
1035,cupric sulfate,T2R38_HUMAN,20195.42
1036,magnesium sulfate,T2R38_HUMAN,20228.84
