# UniProt_ID,P23560
# Target_name,BDNF_HUMAN Neurotrophic factor BDNF precursor form
# Molecules_screened,1687
# Generated_at,2025-08-21T21:37:39
#
Rank,Drug Name,Target Name,Binding Score
493,peony,BDNF_HUMAN,9930.02
494,pyridoxal 5-phosphate,BDNF_HUMAN,9935.80
495,l-arginine aspartate,BDNF_HUMAN,9947.60
496,verbascoside,BDNF_HUMAN,9949.49
497,dihydromyricetin,BDNF_HUMAN,9999.14
498,potassium lactate,BDNF_HUMAN,10065.11
499,edta disodium,BDNF_HUMAN,10078.18
500,wintergreen,BDNF_HUMAN,10131.13
501,l-citrulline,BDNF_HUMAN,10186.58
502,quercetin chalcone,BDNF_HUMAN,10188.22
503,caffeine citrate,BDNF_HUMAN,10198.04
504,pyrroloquinoline quinone disodium,BDNF_HUMAN,10200.21
505,gamma-terpinene,BDNF_HUMAN,10258.85
506,hederacoside c,BDNF_HUMAN,10329.04
507,7-methoxy-8-(3-methylbut-2-en-1-yl)-2h-chromen-2-one,BDNF_HUMAN,10366.24
508,quercetin,BDNF_HUMAN,10452.38
509,oligofructose,BDNF_HUMAN,10461.90
510,synephrine,BDNF_HUMAN,10478.60
511,tangeretin,BDNF_HUMAN,10498.80
512,citrulline hydrochloride,BDNF_HUMAN,10537.08
513,pantotheine,BDNF_HUMAN,10558.18
514,vanilla,BDNF_HUMAN,10563.93
515,l-argininate,BDNF_HUMAN,10587.20
516,coq10,BDNF_HUMAN,10646.46
517,l-arginine hydrochloride,BDNF_HUMAN,10653.13
